pk_fact,surr_key_date_weather,surr_key_Weather_info,surr_key_country_weather,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,Sunshine_Hours,Wind_Ratio
2676,2676,2676,2676,14.8,4.7,9.0,0.0,17.5,38.2,46544.0,12.928888888888888,0.45811518324607325
2677,2677,2677,2677,14.0,4.4,9.1,0.0,20.6,47.2,49733.96,13.81498888888889,0.4364406779661017
2678,2678,2678,2678,15.1,3.4,9.3,0.0,15.9,40.3,49938.51,13.871808333333334,0.39454094292803976
2679,2679,2679,2679,16.6,3.0,9.7,0.0,9.4,23.0,49075.55,13.632097222222223,0.40869565217391307
2680,2680,2680,2680,16.2,2.2,9.3,0.0,11.3,24.1,49009.05,13.613625,0.46887966804979253
2681,2681,2681,2681,13.9,4.8,8.7,0.0,11.0,27.0,47174.21,13.103947222222223,0.4074074074074074
2682,2682,2682,2682,13.1,3.7,8.6,0.7,22.4,49.0,37740.18,10.483383333333334,0.45714285714285713
2683,2683,2683,2683,11.1,6.3,9.1,10.9,27.5,77.4,43436.84,12.065788888888887,0.355297157622739
2684,2684,2684,2684,10.7,6.1,7.9,8.2,27.1,61.6,45221.43,12.561508333333334,0.43993506493506496
2685,2685,2685,2685,11.8,5.7,8.1,4.7,28.0,58.3,44666.2,12.407277777777777,0.4802744425385935
2686,2686,2686,2686,11.0,2.4,7.2,3.3,17.2,40.0,36978.91,10.271919444444446,0.43
2687,2687,2687,2687,11.2,5.4,8.1,11.7,22.7,50.4,47296.72,13.137977777777778,0.4503968253968254
2688,2688,2688,2688,9.7,4.9,6.8,4.7,17.1,36.0,18751.87,5.2088527777777776,0.47500000000000003
2689,2689,2689,2689,10.0,5.6,7.5,5.8,15.1,26.6,22196.16,6.1655999999999995,0.5676691729323308
2690,2690,2690,2690,10.5,5.4,7.2,2.4,21.1,45.7,17771.32,4.936477777777777,0.4617067833698031
2691,2691,2691,2691,10.2,3.8,6.9,0.2,20.0,45.7,48026.68,13.340744444444445,0.437636761487965
2692,2692,2692,2692,11.3,3.3,7.5,0.4,11.7,22.7,48934.45,13.592902777777777,0.5154185022026432
2693,2693,2693,2693,9.4,4.3,7.1,6.7,14.3,37.1,11.17,0.0031027777777777777,0.38544474393531
2694,2694,2694,2694,12.6,7.2,9.8,1.2,20.0,39.2,0.0,0.0,0.5102040816326531
2695,2695,2695,2695,11.9,6.8,10.0,11.1,34.2,87.5,30652.54,8.514594444444445,0.3908571428571429
2696,2696,2696,2696,11.0,6.2,8.3,11.8,33.4,83.9,46273.67,12.853797222222221,0.3980929678188319
2697,2697,2697,2697,10.9,4.3,7.7,0.9,21.2,47.5,53864.53,14.962369444444445,0.4463157894736842
2698,2698,2698,2698,13.1,3.0,8.3,0.0,21.3,43.6,53986.45,14.996236111111111,0.48853211009174313
2699,2699,2699,2699,10.9,7.3,8.9,0.0,22.5,48.2,41841.28,11.622577777777778,0.466804979253112
2700,2700,2700,2700,13.6,6.7,10.7,0.0,23.2,50.8,10280.03,2.8555638888888892,0.4566929133858268
2701,2701,2701,2701,14.5,9.3,11.8,1.6,24.8,51.1,6212.7,1.72575,0.48532289628180036
2702,2702,2702,2702,10.0,5.3,7.9,0.6,19.4,46.4,54164.25,15.045625,0.41810344827586204
2703,2703,2703,2703,9.7,3.0,6.7,1.0,17.4,41.0,48297.95,13.416097222222222,0.424390243902439
2704,2704,2704,2704,9.3,4.3,6.4,6.2,23.6,50.0,31541.57,8.761547222222221,0.47200000000000003
2705,2705,2705,2705,8.8,3.3,5.9,1.4,20.7,45.4,36290.68,10.080744444444445,0.45594713656387664
2706,2706,2706,2706,9.1,4.1,6.5,3.1,16.8,37.8,10504.55,2.9179305555555555,0.4444444444444445
2707,2707,2707,2707,12.1,5.4,8.2,6.8,23.8,49.3,25552.7,7.097972222222222,0.4827586206896552
2708,2708,2708,2708,15.1,8.0,11.3,1.3,19.1,40.7,40398.98,11.22193888888889,0.4692874692874693
2709,2709,2709,2709,16.7,5.5,12.1,1.2,13.0,32.8,55981.97,15.550547222222223,0.39634146341463417
2710,2710,2710,2710,18.0,9.5,14.0,0.0,23.8,52.6,48927.87,13.591075,0.4524714828897338
2711,2711,2711,2711,15.5,11.7,13.5,6.4,16.3,30.6,0.0,0.0,0.5326797385620915
2712,2712,2712,2712,16.2,10.5,12.9,0.7,17.8,36.0,31781.32,8.828144444444444,0.49444444444444446
2713,2713,2713,2713,14.8,9.0,11.5,0.0,15.1,34.2,36261.79,10.072719444444445,0.44152046783625726
2714,2714,2714,2714,16.7,7.3,11.6,0.0,11.8,25.9,52500.29,14.58341388888889,0.45559845559845563
2715,2715,2715,2715,15.6,7.4,11.4,0.0,15.3,34.6,32836.98,9.121383333333334,0.44219653179190754
2716,2716,2716,2716,17.8,10.5,13.7,0.3,11.5,23.8,12849.66,3.56935,0.4831932773109244
2717,2717,2717,2717,19.3,9.5,14.7,0.1,14.0,29.9,50338.72,13.982977777777778,0.4682274247491639
2718,2718,2718,2718,17.0,11.3,14.2,0.0,10.2,23.0,8591.97,2.386658333333333,0.4434782608695652
2719,2719,2719,2719,20.4,10.5,15.9,0.0,9.1,23.0,54917.03,15.254730555555556,0.39565217391304347
2720,2720,2720,2720,17.2,11.5,14.4,16.8,11.8,29.2,16510.8,4.586333333333333,0.40410958904109595
2721,2721,2721,2721,11.0,8.0,9.5,7.7,17.8,41.4,0.0,0.0,0.42995169082125606
2722,2722,2722,2722,9.6,6.7,8.0,4.8,26.1,57.6,0.0,0.0,0.453125
2723,2723,2723,2723,9.5,7.5,8.7,9.4,34.7,65.2,0.0,0.0,0.5322085889570553
2724,2724,2724,2724,13.6,8.1,10.6,10.0,24.8,49.7,9492.74,2.6368722222222223,0.49899396378269617
2725,2725,2725,2725,15.6,9.5,12.3,0.6,10.9,22.7,43356.46,12.04346111111111,0.4801762114537445
2726,2726,2726,2726,16.2,10.2,12.5,1.0,15.5,36.0,20535.81,5.704391666666667,0.4305555555555556
2727,2727,2727,2727,17.2,10.2,13.1,2.4,18.6,40.0,15898.58,4.416272222222222,0.465
2728,2728,2728,2728,17.6,11.4,13.8,11.7,22.4,49.3,36164.41,10.045669444444446,0.4543610547667343
2729,2729,2729,2729,17.2,10.0,13.7,1.1,11.5,28.4,43446.06,12.068349999999999,0.40492957746478875
2730,2730,2730,2730,15.6,10.0,12.9,7.7,12.2,26.3,23811.37,6.614269444444444,0.4638783269961977
2731,2731,2731,2731,14.9,10.3,12.3,7.2,15.7,33.8,29061.99,8.072775,0.4644970414201184
2732,2732,2732,2732,13.0,8.8,10.7,9.9,23.0,46.4,21980.51,6.105697222222222,0.4956896551724138
2733,2733,2733,2733,11.2,8.4,9.8,0.5,32.7,69.1,2579.24,0.7164555555555555,0.4732272069464545
2734,2734,2734,2734,11.7,5.4,8.6,0.0,22.3,47.2,42443.43,11.789841666666666,0.47245762711864403
2735,2735,2735,2735,11.5,6.8,9.0,7.7,25.5,56.5,43744.3,12.151194444444446,0.45132743362831856
2736,2736,2736,2736,12.0,6.0,8.5,13.4,22.4,52.9,16048.51,4.457919444444444,0.42344045368620037
2737,2737,2737,2737,13.7,5.8,9.9,1.8,21.4,49.0,50205.88,13.946077777777777,0.436734693877551
2738,2738,2738,2738,12.8,5.8,10.2,3.0,19.1,43.2,17969.06,4.991405555555556,0.44212962962962965
2739,2739,2739,2739,16.4,11.1,13.4,9.1,13.0,33.1,32769.14,9.102538888888889,0.39274924471299094
2740,2740,2740,2740,15.5,10.5,12.8,13.1,14.2,34.6,39351.09,10.930858333333333,0.4104046242774566
2741,2741,2741,2741,15.0,9.7,12.1,8.4,14.2,32.0,41708.62,11.585727777777779,0.44375
2742,2742,2742,2742,16.0,10.1,12.7,8.1,18.3,38.2,48786.88,13.55191111111111,0.4790575916230366
2743,2743,2743,2743,15.1,9.4,11.7,8.0,19.8,43.2,37576.11,10.437808333333333,0.4583333333333333
2744,2744,2744,2744,14.5,10.3,11.8,8.9,20.5,45.0,23662.94,6.573038888888888,0.45555555555555555
2745,2745,2745,2745,14.3,9.3,11.6,5.3,24.9,55.4,50639.28,14.066466666666667,0.44945848375451264
2746,2746,2746,2746,14.4,7.8,11.3,0.0,18.9,42.5,54967.1,15.268638888888889,0.4447058823529411
2747,2747,2747,2747,14.3,7.1,11.0,0.0,18.6,43.2,51468.5,14.296805555555556,0.4305555555555556
2748,2748,2748,2748,15.2,7.4,11.6,0.0,21.6,48.2,41116.55,11.42126388888889,0.44813278008298757
2749,2749,2749,2749,14.7,9.8,12.3,0.0,19.1,44.6,9928.75,2.7579861111111112,0.4282511210762332
2750,2750,2750,2750,15.1,10.2,12.6,0.2,17.5,35.6,13212.9,3.67025,0.49157303370786515
2751,2751,2751,2751,13.7,7.5,11.4,15.6,15.6,37.8,5197.41,1.443725,0.41269841269841273
2752,2752,2752,2752,15.4,11.0,13.4,3.3,29.2,58.3,43794.34,12.165094444444444,0.5008576329331046
2753,2753,2753,2753,16.5,8.3,12.7,2.9,13.0,27.4,29711.14,8.253094444444445,0.4744525547445256
2754,2754,2754,2754,16.7,11.1,13.5,11.2,23.2,55.4,38651.12,10.736422222222222,0.4187725631768953
2755,2755,2755,2755,16.0,10.6,13.1,5.2,13.9,32.8,40892.75,11.359097222222223,0.4237804878048781
2756,2756,2756,2756,16.5,9.1,12.7,8.4,10.5,19.8,45616.03,12.671119444444445,0.5303030303030303
2757,2757,2757,2757,16.0,10.3,12.7,8.9,14.7,30.6,26348.65,7.319069444444445,0.48039215686274506
2758,2758,2758,2758,14.1,9.6,11.8,0.7,18.7,41.0,15337.1,4.260305555555556,0.4560975609756097
2759,2759,2759,2759,11.1,8.9,9.7,4.4,16.8,34.6,2062.62,0.57295,0.48554913294797686
2760,2760,2760,2760,15.0,8.0,11.5,2.7,11.4,27.7,53630.24,14.897288888888887,0.41155234657039713
2761,2761,2761,2761,16.2,7.5,12.2,0.0,7.8,21.6,53682.46,14.911794444444444,0.3611111111111111
2762,2762,2762,2762,16.4,7.2,12.5,0.2,14.5,35.6,51509.01,14.308058333333333,0.40730337078651685
2763,2763,2763,2763,16.0,11.0,12.9,3.9,22.5,51.8,33153.94,9.209427777777778,0.4343629343629344
2764,2764,2764,2764,14.4,10.1,12.0,10.6,22.1,46.1,22396.39,6.221219444444444,0.47939262472885036
2765,2765,2765,2765,14.9,9.4,12.0,1.9,26.3,57.2,48850.75,13.569652777777778,0.4597902097902098
2766,2766,2766,2766,14.1,9.1,11.3,0.1,25.8,60.5,47997.47,13.332630555555555,0.42644628099173554
2767,2767,2767,2767,13.5,6.2,9.9,0.8,23.0,50.8,53008.04,14.724455555555556,0.45275590551181105
2768,2768,2768,2768,13.5,6.2,10.2,0.0,17.6,41.8,42014.98,11.67082777777778,0.42105263157894746
2769,2769,2769,2769,16.1,5.8,11.8,0.0,23.9,50.0,50833.14,14.120316666666666,0.478
2770,2770,2770,2770,13.5,9.8,12.3,3.5,22.3,46.4,24291.66,6.747683333333334,0.4806034482758621
2771,2771,2771,2771,14.7,8.5,11.6,0.1,20.3,42.1,42652.62,11.84795,0.4821852731591449
2772,2772,2772,2772,15.3,7.3,12.4,1.0,32.0,62.3,5508.27,1.530075,0.5136436597110755
2773,2773,2773,2773,16.7,13.6,14.9,6.4,34.6,66.2,30978.81,8.605225,0.5226586102719033
2774,2774,2774,2774,16.1,12.2,14.0,21.7,14.7,29.5,2535.04,0.7041777777777778,0.4983050847457627
2775,2775,2775,2775,14.1,9.7,12.2,3.0,26.1,55.1,38456.86,10.682461111111111,0.4736842105263158
2776,2776,2776,2776,12.3,7.3,10.0,0.0,27.0,55.1,39050.66,10.847405555555557,0.4900181488203267
2777,2777,2777,2777,14.9,6.0,11.0,0.0,14.2,32.4,39293.48,10.914855555555556,0.4382716049382716
2778,2778,2778,2778,15.9,9.2,12.5,0.0,15.0,34.6,40838.8,11.344111111111111,0.43352601156069365
2779,2779,2779,2779,16.5,9.7,13.1,2.0,17.7,39.6,28698.88,7.971911111111112,0.44696969696969696
2780,2780,2780,2780,13.7,11.6,12.6,10.8,16.0,33.1,414.54,0.11515,0.4833836858006042
2781,2781,2781,2781,14.6,9.8,12.1,13.3,20.6,41.0,36320.64,10.089066666666666,0.5024390243902439
2782,2782,2782,2782,14.0,9.4,11.1,7.5,23.7,55.8,46473.75,12.909375,0.42473118279569894
2783,2783,2783,2783,13.9,8.4,11.2,17.8,21.2,37.4,536.39,0.14899722222222223,0.5668449197860963
2784,2784,2784,2784,15.1,9.5,12.0,3.3,19.4,44.3,41852.86,11.625794444444445,0.43792325056433407
2785,2785,2785,2785,12.2,7.4,9.7,3.0,25.5,55.8,44726.57,12.424047222222223,0.456989247311828
2786,2786,2786,2786,13.2,7.3,10.5,0.1,16.3,38.2,40915.18,11.365327777777777,0.42670157068062825
2787,2787,2787,2787,13.2,10.5,11.9,17.0,20.0,43.2,0.0,0.0,0.4629629629629629
2788,2788,2788,2788,12.7,10.2,11.4,8.2,23.1,47.2,0.0,0.0,0.489406779661017
2789,2789,2789,2789,14.8,8.2,11.0,0.0,16.2,36.0,43291.11,12.025308333333333,0.44999999999999996
2790,2790,2790,2790,15.5,9.1,12.5,0.0,24.2,51.5,14164.05,3.934458333333333,0.4699029126213592
2791,2791,2791,2791,17.7,10.3,13.6,0.0,14.7,34.9,47575.79,13.215497222222222,0.42120343839541546
2792,2792,2792,2792,18.6,6.5,13.1,0.0,9.5,23.8,41667.94,11.574427777777778,0.3991596638655462
2793,2793,2793,2793,16.9,11.5,14.3,0.0,23.6,51.5,10345.39,2.8737194444444443,0.45825242718446607
2794,2794,2794,2794,15.4,10.2,13.7,0.8,25.3,47.5,2787.73,0.7743694444444444,0.5326315789473685
2795,2795,2795,2795,13.7,9.1,11.1,0.0,18.6,43.2,29043.5,8.067638888888888,0.4305555555555556
2796,2796,2796,2796,15.0,7.5,11.2,0.5,21.6,45.0,23311.78,6.475494444444444,0.48000000000000004
2797,2797,2797,2797,13.2,8.6,11.1,0.8,14.7,31.7,39473.6,10.964888888888888,0.4637223974763407
2798,2798,2798,2798,13.6,5.6,10.2,0.0,21.7,46.8,26127.86,7.257738888888889,0.4636752136752137
2799,2799,2799,2799,14.9,11.3,13.0,0.0,25.4,51.8,5614.53,1.5595916666666665,0.49034749034749037
2800,2800,2800,2800,15.4,10.5,13.0,0.4,29.0,62.6,39244.71,10.901308333333333,0.463258785942492
2801,2801,2801,2801,15.1,9.2,12.2,0.0,27.0,57.6,21441.38,5.955938888888889,0.46875
2802,2802,2802,2802,13.1,9.1,12.2,2.3,22.5,49.3,20947.42,5.818727777777777,0.4563894523326572
2803,2803,2803,2803,12.9,6.3,9.7,0.0,15.6,35.3,39365.36,10.934822222222222,0.4419263456090652
2804,2804,2804,2804,13.3,5.9,9.8,0.0,15.0,29.9,13217.86,3.671627777777778,0.5016722408026756
2805,2805,2805,2805,15.6,12.1,14.0,0.0,21.3,43.9,2345.64,0.6515666666666666,0.48519362186788156
2806,2806,2806,2806,16.6,11.2,13.9,0.0,15.3,34.6,32723.66,9.089905555555555,0.44219653179190754
2807,2807,2807,2807,16.7,8.1,12.6,0.0,18.4,41.8,37812.34,10.503427777777777,0.44019138755980863
2808,2808,2808,2808,17.6,10.9,13.7,0.0,16.9,36.7,35642.0,9.900555555555556,0.46049046321525877
2809,2809,2809,2809,14.7,9.8,12.1,0.0,25.6,57.6,757.97,0.21054722222222222,0.4444444444444445
2810,2810,2810,2810,14.6,9.2,11.8,0.3,26.1,55.4,42705.04,11.862511111111111,0.47111913357400725
2811,2811,2811,2811,15.2,4.5,10.6,0.1,18.6,42.5,19097.08,5.304744444444445,0.43764705882352944
2812,2812,2812,2812,16.1,11.1,13.3,0.0,13.7,29.5,30987.57,8.607658333333333,0.4644067796610169
2813,2813,2813,2813,15.4,10.2,12.6,0.8,25.2,55.1,34213.05,9.503625000000001,0.4573502722323049
2814,2814,2814,2814,13.0,8.2,11.1,1.5,26.8,59.0,42053.14,11.681427777777778,0.4542372881355932
2815,2815,2815,2815,13.7,4.5,9.8,0.1,26.8,55.8,24287.26,6.746461111111111,0.4802867383512545
2816,2816,2816,2816,13.4,8.3,11.8,21.4,30.4,64.8,6851.0,1.9030555555555555,0.4691358024691358
2817,2817,2817,2817,9.9,4.5,7.4,0.6,22.4,55.1,39097.27,10.860352777777777,0.4065335753176043
2818,2818,2818,2818,8.7,0.3,5.7,2.4,25.1,52.6,16444.69,4.567969444444444,0.47718631178707227
2819,2819,2819,2819,13.1,8.8,11.0,1.3,25.9,53.3,37854.03,10.515008333333332,0.48592870544090055
2820,2820,2820,2820,12.3,8.7,10.4,2.8,30.6,69.5,20029.9,5.563861111111112,0.44028776978417267
2821,2821,2821,2821,12.2,8.3,9.7,2.1,21.7,46.8,19378.11,5.382808333333333,0.4636752136752137
2822,2822,2822,2822,13.5,7.0,10.2,0.0,23.9,52.6,26605.17,7.390325,0.45437262357414443
2823,2823,2823,2823,14.8,11.0,13.0,2.4,29.4,61.9,28391.86,7.886627777777778,0.47495961227786754
2824,2824,2824,2824,11.0,8.0,9.6,13.5,29.7,68.8,12829.69,3.563802777777778,0.4316860465116279
2825,2825,2825,2825,10.9,6.2,8.6,0.2,22.1,51.1,38594.14,10.720594444444444,0.43248532289628183
2826,2826,2826,2826,7.8,2.7,5.2,0.0,24.6,56.2,34695.73,9.637702777777779,0.4377224199288256
2827,2827,2827,2827,8.4,2.7,5.4,0.0,19.9,42.8,22295.61,6.193225,0.4649532710280374
2828,2828,2828,2828,10.2,5.0,7.6,0.0,22.3,46.1,28142.26,7.817294444444444,0.4837310195227766
2829,2829,2829,2829,11.5,6.1,8.7,0.0,16.2,34.2,16700.22,4.63895,0.4736842105263157
2830,2830,2830,2830,11.7,4.2,8.1,0.0,9.3,21.2,35755.89,9.932191666666666,0.43867924528301894
2831,2831,2831,2831,14.0,4.8,9.3,0.0,11.8,27.4,36317.2,10.088111111111111,0.43065693430656937
2832,2832,2832,2832,12.7,3.9,8.2,0.0,14.1,30.6,36171.7,10.047694444444444,0.46078431372549017
2833,2833,2833,2833,12.7,7.6,10.1,11.5,21.4,49.0,11384.74,3.162427777777778,0.436734693877551
2834,2834,2834,2834,11.8,6.9,9.5,0.0,21.9,46.1,28899.67,8.02768611111111,0.475054229934924
2835,2835,2835,2835,12.9,4.9,8.6,0.0,13.0,29.5,36009.19,10.002552777777778,0.4406779661016949
2836,2836,2836,2836,13.3,5.0,9.2,0.0,10.5,24.5,25713.87,7.142741666666667,0.42857142857142855
2837,2837,2837,2837,12.2,8.4,10.2,0.0,11.9,25.6,0.0,0.0,0.46484375
2838,2838,2838,2838,9.8,7.3,8.4,0.0,13.0,29.2,5520.03,1.5333416666666666,0.4452054794520548
2839,2839,2839,2839,11.9,8.2,9.8,8.8,16.2,37.4,11835.89,3.287747222222222,0.43315508021390375
2840,2840,2840,2840,12.1,7.4,9.9,0.0,15.4,33.8,30513.73,8.47603611111111,0.455621301775148
2841,2841,2841,2841,14.9,9.7,12.5,0.0,21.6,45.0,4463.24,1.2397888888888888,0.48000000000000004
2842,2842,2842,2842,14.8,11.8,13.1,0.0,16.9,34.6,24376.05,6.771125,0.48843930635838145
2843,2843,2843,2843,13.6,10.8,12.3,0.2,21.6,52.2,8143.57,2.262102777777778,0.41379310344827586
2844,2844,2844,2844,12.6,9.2,10.5,0.0,22.7,46.8,32259.6,8.961,0.48504273504273504
2845,2845,2845,2845,12.2,8.6,9.9,3.0,24.5,64.8,4974.01,1.3816694444444444,0.37808641975308643
2846,2846,2846,2846,10.7,6.0,8.5,0.0,23.9,49.3,32246.23,8.957286111111111,0.4847870182555781
2847,2847,2847,2847,9.2,2.8,6.2,0.0,24.1,51.1,32937.92,9.149422222222222,0.4716242661448141
2848,2848,2848,2848,8.5,1.1,4.3,0.0,8.8,19.8,32478.12,9.0217,0.4444444444444445
2849,2849,2849,2849,10.1,2.3,6.2,0.0,13.0,28.1,18062.02,5.017227777777778,0.4626334519572953
2850,2850,2850,2850,9.6,4.8,7.4,0.0,15.7,33.5,7708.35,2.1412083333333336,0.4686567164179104
2851,2851,2851,2851,10.3,4.3,7.2,0.0,21.0,46.1,21525.11,5.979197222222222,0.455531453362256
2852,2852,2852,2852,10.0,5.8,8.0,0.0,17.3,40.3,13490.28,3.7473,0.42928039702233256
2853,2853,2853,2853,9.2,3.2,6.1,0.0,16.7,37.4,28549.63,7.930452777777778,0.446524064171123
2854,2854,2854,2854,7.3,-1.4,3.2,0.0,8.7,18.7,29263.45,8.128736111111111,0.4652406417112299
2855,2855,2855,2855,8.7,2.3,5.3,0.0,16.3,36.7,28740.28,7.983411111111111,0.444141689373297
2856,2856,2856,2856,9.8,5.6,8.0,0.4,25.5,58.0,1822.25,0.5061805555555555,0.4396551724137931
2857,2857,2857,2857,12.9,4.8,9.1,0.7,32.0,68.0,5326.53,1.4795916666666666,0.47058823529411764
2858,2858,2858,2858,12.9,5.3,9.2,16.9,34.8,86.8,28800.0,8.0,0.4009216589861751
2859,2859,2859,2859,6.8,4.1,5.2,0.9,19.3,48.2,28858.76,8.016322222222222,0.40041493775933606
2860,2860,2860,2860,9.6,1.6,6.3,0.0,19.1,44.3,22470.02,6.241672222222222,0.4311512415349888
2861,2861,2861,2861,11.7,9.5,10.7,0.0,27.1,55.1,2446.16,0.6794888888888888,0.49183303085299457
2862,2862,2862,2862,13.0,10.5,12.0,3.7,22.2,49.3,0.0,0.0,0.45030425963488846
2863,2863,2863,2863,12.8,11.1,11.9,0.0,21.0,43.9,2073.95,0.5760972222222221,0.4783599088838269
2864,2864,2864,2864,11.5,3.8,8.1,0.0,18.8,42.5,10300.62,2.8612833333333336,0.4423529411764706
2865,2865,2865,2865,7.6,2.4,5.0,0.0,10.9,27.0,1075.55,0.2987638888888889,0.40370370370370373
2866,2866,2866,2866,8.5,4.0,6.6,2.6,24.5,58.0,20568.37,5.713436111111111,0.4224137931034483
2867,2867,2867,2867,8.3,2.5,5.6,0.0,27.5,60.5,24568.3,6.824527777777778,0.45454545454545453
2868,2868,2868,2868,10.4,7.9,8.9,0.0,29.5,64.4,24713.58,6.864883333333334,0.45807453416149063
2869,2869,2869,2869,8.7,1.8,5.9,3.3,31.9,83.9,22637.79,6.2882750000000005,0.3802145411203814
2870,2870,2870,2870,7.3,0.6,3.6,0.0,29.1,61.6,26467.53,7.3520916666666665,0.47240259740259744
2871,2871,2871,2871,9.1,7.5,8.3,1.1,32.5,68.8,3358.6,0.9329444444444445,0.47238372093023256
2872,2872,2872,2872,8.4,-1.0,4.1,0.4,33.4,70.6,25923.25,7.200902777777777,0.4730878186968839
2873,2873,2873,2873,2.1,-2.5,-0.4,2.0,16.4,47.2,19199.59,5.3332194444444445,0.34745762711864403
2874,2874,2874,2874,6.5,2.8,4.5,0.0,21.4,46.4,22225.2,6.173666666666667,0.46120689655172414
2875,2875,2875,2875,6.1,0.7,3.0,0.3,15.7,31.7,15966.95,4.435263888888889,0.4952681388012618
2876,2876,2876,2876,4.4,-0.9,2.0,0.0,8.4,20.9,14967.77,4.157713888888889,0.40191387559808617
2877,2877,2877,2877,7.7,3.0,5.4,0.0,14.5,31.3,6490.91,1.8030305555555555,0.463258785942492
2878,2878,2878,2878,7.6,5.8,6.7,9.8,28.2,59.8,8784.49,2.440136111111111,0.47157190635451507
2879,2879,2879,2879,6.4,1.4,3.0,17.9,23.9,54.7,0.0,0.0,0.4369287020109689
2880,2880,2880,2880,5.4,2.0,4.2,2.4,26.0,58.3,12322.66,3.422961111111111,0.44596912521440824
2881,2881,2881,2881,5.5,2.8,4.2,1.7,18.4,41.0,7964.46,2.21235,0.448780487804878
2882,2882,2882,2882,6.1,4.4,5.3,4.6,18.8,38.5,0.0,0.0,0.4883116883116883
2883,2883,2883,2883,4.2,-1.0,2.9,0.7,23.3,50.4,9628.1,2.674472222222222,0.4623015873015873
2884,2884,2884,2884,1.3,-3.4,-1.4,0.0,19.0,41.0,22425.38,6.229272222222223,0.4634146341463415
2885,2885,2885,2885,6.5,-0.7,3.8,4.7,31.6,68.0,14719.31,4.088697222222222,0.4647058823529412
2886,2886,2886,2886,4.5,1.6,3.0,0.0,23.7,57.2,12237.29,3.3992472222222223,0.4143356643356643
2887,2887,2887,2887,4.7,1.2,3.1,0.0,6.2,16.9,143.75,0.03993055555555555,0.36686390532544383
2888,2888,2888,2888,7.3,4.7,6.2,0.0,20.5,43.6,0.0,0.0,0.4701834862385321
2889,2889,2889,2889,8.2,4.4,7.1,6.3,23.7,56.9,0.0,0.0,0.4165202108963093
2890,2890,2890,2890,4.9,2.3,3.8,3.4,22.5,51.5,21507.15,5.974208333333333,0.4368932038834951
2891,2891,2891,2891,9.6,4.2,7.2,22.3,21.2,52.6,0.0,0.0,0.403041825095057
2892,2892,2892,2892,5.1,2.8,3.8,7.1,27.7,58.7,21245.04,5.901400000000001,0.47189097103918226
2893,2893,2893,2893,4.5,1.9,3.6,1.2,29.2,59.4,6207.25,1.724236111111111,0.49158249158249157
2894,2894,2894,2894,3.9,0.8,2.1,0.0,22.2,50.0,20881.85,5.800513888888888,0.444
2895,2895,2895,2895,10.3,0.5,6.0,0.9,33.5,73.4,0.0,0.0,0.45640326975476836
2896,2896,2896,2896,10.4,5.6,8.0,12.0,35.3,82.1,19626.69,5.451858333333333,0.4299634591961023
2897,2897,2897,2897,9.9,4.8,6.3,5.4,33.9,74.9,0.0,0.0,0.45260347129506
2898,2898,2898,2898,4.9,1.4,3.4,0.0,33.2,69.8,20254.92,5.626366666666666,0.4756446991404012
2899,2899,2899,2899,5.0,0.3,1.3,14.0,24.5,56.5,0.0,0.0,0.4336283185840708
2900,2900,2900,2900,4.1,0.0,2.6,1.5,26.6,59.0,12273.17,3.409213888888889,0.45084745762711864
2901,2901,2901,2901,2.2,-2.6,0.2,0.0,25.1,55.8,19880.56,5.522377777777778,0.449820788530466
2902,2902,2902,2902,3.2,-1.7,0.3,0.0,14.7,29.9,19771.19,5.4919972222222215,0.4916387959866221
2903,2903,2903,2903,4.2,1.1,2.9,0.0,18.8,40.0,5403.5,1.5009722222222222,0.47000000000000003
2904,2904,2904,2904,4.1,1.8,3.1,0.0,24.9,54.0,14423.83,4.0066194444444445,0.4611111111111111
2905,2905,2905,2905,3.6,1.0,2.1,0.0,17.7,42.8,4048.03,1.1244527777777777,0.4135514018691589
2906,2906,2906,2906,1.8,-0.9,0.3,0.0,16.1,36.7,1317.69,0.366025,0.43869209809264303
2907,2907,2907,2907,0.4,-2.4,-1.1,0.0,15.7,37.8,19360.41,5.377891666666667,0.41534391534391535
2908,2908,2908,2908,1.4,-4.9,-1.5,0.0,14.1,32.4,19306.08,5.362800000000001,0.4351851851851852
2909,2909,2909,2909,2.9,-1.0,1.1,0.0,15.5,34.6,17598.24,4.888400000000001,0.44797687861271673
2910,2910,2910,2910,2.1,-2.1,-0.2,0.0,7.2,18.0,17837.52,4.954866666666667,0.4
2911,2911,2911,2911,0.8,-3.9,-1.4,0.0,11.5,26.3,19201.74,5.333816666666667,0.43726235741444863
2912,2912,2912,2912,0.2,-4.7,-3.1,0.0,10.2,20.2,19186.96,5.329711111111111,0.504950495049505
2913,2913,2913,2913,3.3,-4.9,-1.1,1.6,18.4,41.8,3126.05,0.8683472222222223,0.44019138755980863
2914,2914,2914,2914,4.9,-3.0,1.1,0.0,30.4,67.7,17931.24,4.9809,0.44903988183161
2915,2915,2915,2915,7.2,-0.9,4.2,11.9,30.8,69.5,4356.04,1.2100111111111111,0.4431654676258993
2916,2916,2916,2916,3.3,-1.8,0.3,3.9,26.3,59.4,5352.05,1.4866805555555556,0.4427609427609428
2917,2917,2917,2917,7.4,1.4,4.2,2.3,31.4,67.0,4027.08,1.1186333333333334,0.4686567164179104
